,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,area_qual,hood_qual,year_qual,basement,fullar_qual,garage_square,base_ground
892,2353,60,1,85.0,10625,1,3,3,0,4,0,21,2,2,0,5,6,5,2004,2004,1,1,12,13,1,353.0,2,4,2,2,3,0,5,0.0,5,0.0,1158.0,1158.0,1,0,1,4,1158,1285,0,2443,0.0,0.0,2,1,4,1,2,9,3,1,2,3,2004.0,1,3.0,744.0,4,4,2,193,127,0,0,0,0,0,6,2007,8,4,1705,61,12024,2316.0,63750,3474.0,0.0
893,2354,20,3,63.0,7500,1,3,3,0,4,0,20,2,2,0,2,6,5,2006,2007,1,1,12,13,2,0.0,3,4,2,2,3,3,5,0.0,5,0.0,1100.0,1100.0,1,0,1,4,1100,0,0,1100,0.0,0.0,1,1,3,1,3,6,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,2,0,136,0,0,0,0,0,6,2007,6,5,127,56,12036,2200.0,45000,0.0,0.0
894,2355,20,3,63.0,7500,1,3,3,0,4,0,20,2,2,0,2,7,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,1,3,5,0.0,5,0.0,1143.0,1143.0,1,0,1,4,1143,0,0,1143,0.0,0.0,1,1,3,1,2,5,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,2,0,55,0,0,0,0,0,10,2007,8,4,192,57,14042,2286.0,52500,0.0,0.0
895,2356,20,3,60.0,12450,1,3,3,0,4,0,20,5,2,0,2,5,5,2003,2004,1,1,12,13,1,126.0,2,4,2,2,3,3,2,729.0,5,0.0,365.0,1094.0,1,0,1,4,1094,0,0,1094,1.0,0.0,1,0,3,1,2,6,6,0,2,5,2004.0,2,2.0,576.0,4,4,2,0,0,0,0,0,0,0,5,2007,8,4,115,55,10015,2188.0,62250,2188.0,797526.0
896,2357,20,3,65.0,7441,1,0,3,0,4,0,20,2,2,0,2,7,5,2006,2006,1,1,12,13,1,170.0,2,4,2,2,3,3,5,0.0,5,0.0,1461.0,1461.0,1,0,1,4,1486,0,0,1486,0.0,0.0,2,0,3,1,2,7,6,0,2,1,2006.0,1,2.0,566.0,4,4,2,0,32,0,0,0,0,0,6,2007,8,4,727,57,14042,2922.0,52087,2922.0,0.0
897,2358,60,3,69.30579531442663,11613,1,1,3,0,0,0,20,2,2,0,5,6,5,1993,1997,1,1,12,13,2,0.0,2,4,2,2,3,3,0,480.0,5,0.0,384.0,864.0,1,0,1,4,920,900,0,1820,0.0,0.0,2,1,3,1,2,7,6,0,2,1,1993.0,1,2.0,492.0,4,4,2,144,85,0,0,0,0,0,5,2007,8,4,1276,56,11958,1728.0,69678,1728.0,873600.0
898,2359,160,3,50.0,8012,1,3,3,0,4,0,20,2,2,4,5,6,5,1980,1980,1,1,9,10,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,630.0,630.0,1,0,1,4,630,636,0,1266,0.0,0.0,1,1,2,1,3,5,6,2,4,1,1980.0,1,1.0,283.0,4,4,2,340,0,0,0,0,0,0,7,2007,8,4,360,56,11880,1890.0,48072,630.0,0.0
899,2360,20,3,64.0,6285,1,3,3,0,4,0,19,2,2,0,2,5,5,1977,1977,1,1,9,10,2,0.0,3,4,1,2,3,3,3,138.0,4,351.0,405.0,894.0,1,4,1,4,894,0,0,894,1.0,0.0,1,0,2,1,3,5,6,0,2,5,1979.0,2,1.0,308.0,4,4,2,192,0,0,0,0,0,0,3,2007,8,4,1985,49,9885,1788.0,31425,894.0,123372.0
900,2361,20,3,84.0,7476,1,3,3,0,0,0,19,2,2,0,2,5,7,1968,1968,1,1,6,6,2,0.0,3,4,1,3,3,3,4,812.0,5,0.0,228.0,1040.0,1,4,1,4,1040,0,0,1040,1.0,0.0,1,1,3,1,3,5,6,0,2,5,1991.0,0,2.0,686.0,4,4,2,188,0,0,0,0,0,0,6,2007,8,4,46,49,9840,3120.0,37380,2080.0,844480.0
901,2362,60,3,69.30579531442663,19522,1,0,0,0,4,0,24,2,2,0,5,7,5,1990,1990,1,1,6,6,1,272.0,2,4,2,2,3,3,2,727.0,5,0.0,496.0,1223.0,1,2,1,4,1271,1232,0,2503,1.0,0.0,2,1,3,1,2,7,6,1,4,1,1990.0,1,2.0,564.0,4,4,2,0,99,0,0,182,0,0,2,2007,8,4,1735,77,13930,2446.0,136654,2446.0,1819681.0
902,2363,20,3,44.0,10751,1,0,3,0,1,0,19,5,2,0,2,5,5,1974,1974,1,1,9,10,1,44.0,3,4,1,1,3,1,0,787.0,5,0.0,250.0,1037.0,1,4,1,4,1037,0,0,1037,1.0,0.0,1,0,2,1,3,5,6,0,2,1,1974.0,1,2.0,431.0,4,4,2,136,47,0,0,0,0,0,8,2007,8,4,40,49,9870,1037.0,53755,2074.0,816119.0
903,2364,20,3,43.0,12712,1,0,3,0,1,0,19,5,2,0,2,6,7,1973,2006,1,1,5,5,2,0.0,3,4,1,2,3,2,0,968.0,5,0.0,76.0,1044.0,1,4,1,4,1055,0,0,1055,1.0,0.0,1,0,2,1,2,5,6,1,4,1,1973.0,1,2.0,542.0,4,4,2,455,0,0,0,0,0,0,1,2007,8,0,67,50,11838,2088.0,76272,2088.0,1021240.0
904,2365,120,1,45.0,4379,1,0,3,0,2,0,21,2,2,4,2,8,5,2004,2004,1,1,8,8,2,0.0,2,4,2,2,3,0,2,851.0,5,0.0,527.0,1378.0,1,0,1,4,1378,0,0,1378,1.0,0.0,2,0,2,1,2,6,6,1,2,1,2004.0,0,2.0,540.0,4,4,2,160,56,0,0,0,0,0,7,2007,8,4,556,63,16032,2756.0,35032,2756.0,1172678.0
905,2366,120,1,80.0,3523,1,0,3,0,4,0,21,2,2,4,2,8,5,2006,2007,1,1,12,13,3,30.0,2,4,2,2,3,3,2,60.0,5,0.0,1081.0,1141.0,1,0,1,4,1151,0,0,1151,1.0,0.0,2,0,2,1,2,5,6,0,2,1,2006.0,0,2.0,484.0,4,4,2,0,60,0,0,0,0,0,2,2007,6,5,201,63,16048,2282.0,28184,2282.0,69060.0
906,2367,120,1,32.0,3784,1,0,3,0,4,0,21,2,2,4,2,8,5,2006,2007,1,1,12,13,3,36.0,2,4,2,2,3,3,2,60.0,5,0.0,1451.0,1511.0,1,0,1,4,1565,0,0,1565,1.0,0.0,2,0,2,1,2,5,6,0,2,1,2006.0,0,2.0,476.0,4,4,2,0,120,0,0,0,0,0,2,2007,6,5,864,63,16048,3022.0,30272,3022.0,93900.0
907,2368,120,1,40.0,3606,1,3,3,0,4,0,21,2,2,4,2,7,5,2006,2007,1,1,12,13,2,0.0,2,4,2,0,1,3,2,937.0,5,0.0,415.0,1352.0,1,0,1,4,1352,0,0,1352,1.0,0.0,2,0,2,1,2,5,6,1,2,1,2006.0,1,2.0,466.0,4,4,2,0,241,0,0,0,0,0,8,2007,6,5,506,62,14042,0.0,25242,2704.0,1266824.0
908,2369,120,1,30.0,5330,1,1,3,0,4,0,21,2,2,4,2,8,5,2006,2007,1,1,12,13,2,102.20131215469613,2,4,2,2,3,3,5,0.0,5,0.0,1550.0,1550.0,1,0,1,4,1550,0,0,1550,0.0,0.0,2,1,2,1,2,5,6,0,2,1,2007.0,0,2.0,528.0,4,4,2,0,102,0,0,0,0,0,7,2007,6,5,841,63,16048,3100.0,42640,3100.0,0.0
909,2370,160,1,24.0,2280,1,3,3,0,4,0,21,2,2,3,5,6,5,1999,1999,1,1,8,8,1,342.0,3,4,2,2,3,3,2,565.0,5,0.0,179.0,744.0,1,2,1,4,757,744,0,1501,1.0,0.0,2,1,3,1,3,6,6,1,4,5,1999.0,2,2.0,440.0,4,4,2,0,0,0,0,0,0,0,9,2007,8,4,759,61,11994,1488.0,13680,1488.0,848065.0
910,2371,160,1,24.0,2117,1,3,3,0,4,0,21,2,2,3,5,6,5,2000,2000,1,1,8,8,1,216.0,2,4,2,2,3,3,2,417.0,5,0.0,339.0,756.0,1,0,1,4,769,804,0,1573,0.0,0.0,2,1,3,1,2,4,6,0,2,5,2000.0,2,2.0,440.0,4,4,2,0,32,0,0,0,0,0,9,2007,8,4,881,61,12000,1512.0,12702,1512.0,655941.0
911,2372,20,1,73.0,7321,1,0,3,0,4,0,21,2,2,0,2,7,5,1999,2000,1,1,5,5,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,1339.0,1339.0,1,0,1,4,1358,0,0,1358,0.0,0.0,2,0,3,1,2,5,6,0,2,5,1999.0,2,2.0,625.0,4,4,2,176,174,0,0,0,0,0,12,2007,0,4,515,62,13993,2678.0,51247,2678.0,0.0
912,2373,60,1,69.30579531442663,8010,1,0,3,0,4,0,21,2,2,0,5,8,5,2003,2004,3,1,5,5,2,0.0,2,4,2,0,3,3,2,964.0,5,0.0,90.0,1054.0,1,0,1,4,1072,976,0,2048,1.0,0.0,2,1,3,1,2,8,6,2,2,5,2003.0,2,2.0,552.0,4,4,2,0,48,0,0,180,0,0,8,2007,8,4,1511,63,16024,0.0,64080,2108.0,1974272.0
913,2374,60,1,106.0,8413,1,0,3,0,4,0,21,2,2,0,5,8,5,1998,1998,1,1,12,13,2,0.0,2,2,2,0,3,2,2,901.0,5,0.0,319.0,1220.0,1,0,1,4,1220,1142,0,2362,1.0,0.0,2,1,3,1,2,8,6,2,4,1,1998.0,1,2.0,1105.0,2,4,2,147,0,36,0,144,0,0,6,2007,8,4,1678,63,15984,0.0,67304,2440.0,2128162.0
914,2375,120,3,50.0,9466,1,1,3,0,2,0,24,2,2,4,2,8,5,1994,1995,1,1,3,3,2,0.0,2,4,2,2,3,1,3,457.0,0,1037.0,0.0,1494.0,1,0,1,4,1494,0,0,1494,1.0,0.0,1,1,1,1,2,5,6,1,2,1,1994.0,0,2.0,478.0,4,4,2,0,30,0,0,217,0,0,5,2007,8,4,744,78,15952,2988.0,75728,2988.0,682758.0
915,2376,20,3,80.0,12000,1,3,3,0,4,0,24,2,2,0,2,7,6,1980,1980,3,1,12,8,1,600.0,2,4,1,2,3,3,2,1732.0,5,0.0,270.0,2002.0,1,0,1,4,2362,0,0,2362,1.0,0.0,2,1,3,1,2,8,6,1,4,1,1980.0,1,2.0,546.0,2,4,2,180,16,0,0,0,0,0,3,2007,8,4,1677,77,13860,4004.0,84000,4004.0,4090984.0
916,2377,20,3,94.0,17778,1,0,3,0,4,0,24,2,2,0,2,8,5,1981,1981,3,1,3,3,2,0.0,2,4,1,2,3,1,0,1632.0,4,829.0,0.0,2461.0,1,2,1,4,2497,0,0,2497,1.0,0.0,2,0,2,1,2,7,6,2,2,1,1981.0,1,2.0,676.0,4,4,2,266,0,0,0,0,0,0,3,2007,8,4,1731,78,15848,4922.0,142224,4922.0,4075104.0
917,2378,20,3,78.0,11700,1,3,3,0,4,0,14,6,2,0,2,6,6,1968,1968,1,1,8,8,1,41.0,3,4,1,3,3,3,5,0.0,5,0.0,912.0,912.0,1,0,1,4,1152,0,0,1152,1.0,0.0,1,1,3,1,3,7,6,0,2,1,1968.0,1,2.0,412.0,4,4,2,0,126,0,0,0,0,0,9,2007,1,4,204,21,11808,2736.0,70200,1824.0,0.0
918,2379,60,3,80.0,8000,1,3,3,0,4,0,14,3,2,0,5,6,6,1970,1970,1,1,12,13,1,525.0,3,4,1,3,3,3,4,915.0,5,0.0,93.0,1008.0,1,4,1,4,1403,1008,0,2411,1.0,0.0,2,1,4,1,3,8,6,1,3,1,1970.0,1,2.0,570.0,4,4,2,0,192,0,0,0,0,0,6,2007,8,4,1698,21,11820,3024.0,48000,2016.0,2206065.0
919,2380,85,3,69.30579531442663,8723,1,0,3,0,4,0,14,4,2,0,6,6,6,1969,1969,1,1,6,6,2,0.0,3,4,2,2,3,0,1,973.0,5,0.0,0.0,973.0,1,0,1,4,1082,0,0,1082,1.0,0.0,1,0,3,1,3,6,6,0,2,1,1969.0,2,2.0,480.0,4,4,2,160,0,0,0,0,0,0,1,2007,8,4,100,21,11814,1946.0,52338,1946.0,1052786.0
920,2381,20,3,130.0,11700,1,3,3,0,0,0,14,2,2,0,2,6,5,1968,1968,1,1,6,6,1,196.0,3,4,2,2,3,3,0,910.0,5,0.0,385.0,1295.0,1,1,1,4,1295,0,0,1295,1.0,0.0,1,1,3,1,3,6,6,0,2,1,1968.0,0,2.0,528.0,4,4,2,0,194,0,0,200,0,0,4,2007,8,4,402,21,11808,2590.0,70200,2590.0,1178450.0
921,2382,20,3,108.0,11358,1,0,3,0,0,0,14,2,2,0,2,7,7,1972,1987,3,1,13,14,2,0.0,3,4,1,3,3,3,1,346.0,5,0.0,778.0,1124.0,1,4,1,4,1610,0,0,1610,0.0,0.0,2,0,3,1,2,8,6,1,4,1,1972.0,1,2.0,515.0,4,4,2,202,0,0,0,256,0,0,5,2007,8,4,945,22,13804,3372.0,79506,2248.0,557060.0
922,2383,20,3,80.0,9547,1,3,3,0,4,0,14,2,2,0,2,7,6,1993,1993,1,1,12,13,1,112.0,3,4,2,2,3,3,5,0.0,5,0.0,1594.0,1594.0,1,0,1,4,1594,0,0,1594,0.0,0.0,2,0,2,1,2,6,6,1,4,1,1993.0,1,2.0,472.0,4,4,2,190,80,0,0,0,0,0,7,2007,8,4,917,22,13951,3188.0,66829,3188.0,0.0
923,2384,60,3,78.0,10530,1,3,3,0,4,0,14,2,2,0,5,7,6,1993,1993,1,1,8,8,1,194.0,2,4,2,2,3,3,2,819.0,5,0.0,329.0,1148.0,1,0,1,4,1091,984,0,2075,1.0,0.0,2,1,3,1,2,8,6,1,2,1,1993.0,2,2.0,473.0,4,4,2,235,86,0,0,0,0,0,8,2007,8,4,1530,22,13951,2296.0,73710,2296.0,1699425.0
924,2385,20,3,88.0,10738,1,0,3,0,0,0,14,2,2,0,2,6,7,1966,1966,3,1,6,6,2,0.0,3,4,1,3,3,3,0,792.0,5,0.0,301.0,1093.0,1,2,1,4,1093,0,0,1093,1.0,0.0,2,0,3,1,3,6,6,1,1,1,1966.0,1,2.0,484.0,4,4,2,224,0,0,0,0,0,400,11,2007,8,4,114,21,11796,3279.0,64428,2186.0,865656.0
925,2386,20,3,80.0,10800,1,3,3,0,4,0,14,2,2,0,2,6,5,1963,1963,1,1,6,6,1,203.0,3,4,1,3,3,3,1,617.0,4,264.0,171.0,1052.0,1,4,1,4,1052,0,0,1052,1.0,0.0,1,0,3,1,3,6,6,0,2,1,1963.0,0,1.0,311.0,4,4,2,0,133,0,0,0,0,0,2,2007,0,4,63,21,11778,3156.0,64800,1052.0,649084.0
926,2387,20,3,70.0,8050,1,3,3,0,4,0,12,2,2,0,2,5,6,1967,1993,1,1,8,8,2,0.0,3,4,1,3,3,3,0,474.0,1,38.0,437.0,949.0,1,4,1,4,1107,0,0,1107,1.0,0.0,1,0,3,1,2,5,6,0,2,1,1967.0,1,1.0,308.0,4,4,2,88,64,0,0,0,0,0,3,2007,8,4,133,14,9835,2847.0,40250,949.0,524718.0
927,2388,90,3,69.30579531442663,10899,1,0,3,0,4,0,12,2,2,2,2,4,5,1964,1964,1,1,6,6,2,0.0,3,4,3,3,3,3,5,0.0,5,0.0,0.0,0.0,1,4,0,4,1224,0,0,1224,0.0,0.0,2,0,2,2,3,8,6,0,2,4,1964.0,2,3.0,530.0,4,4,2,0,0,0,0,0,0,0,4,2007,8,4,301,13,7856,0.0,43596,0.0,0.0
928,2389,20,3,74.0,7450,1,0,3,0,4,0,12,2,2,0,2,5,5,1956,1956,3,1,13,14,2,0.0,3,4,1,3,3,3,4,438.0,3,206.0,250.0,894.0,1,2,1,4,1074,0,0,1074,0.0,0.0,1,0,2,1,2,6,2,1,2,5,1966.0,2,2.0,396.0,4,4,2,0,72,0,0,0,0,0,1,2007,8,4,88,14,9780,2682.0,37250,1788.0,470412.0
929,2390,20,3,69.30579531442663,14357,1,0,3,0,1,0,12,2,2,0,2,5,5,1961,1961,3,1,13,14,2,0.0,3,4,1,3,3,3,0,311.0,3,167.0,386.0,864.0,1,4,1,4,1187,0,0,1187,1.0,0.0,1,0,2,1,3,6,6,1,4,1,1961.0,1,2.0,440.0,4,4,2,128,0,0,0,0,0,0,8,2007,1,4,242,14,9805,2592.0,71785,1728.0,369157.0
930,2391,20,3,76.0,8243,1,0,3,0,1,0,12,2,2,0,2,5,7,1961,1961,1,1,12,13,1,56.0,3,2,1,3,3,3,0,700.0,5,0.0,264.0,964.0,1,0,1,4,964,0,0,964,0.0,0.0,1,0,3,1,3,5,6,1,1,5,1985.0,0,2.0,784.0,4,4,2,170,0,0,0,0,0,0,2,2007,8,4,2050,14,9805,2892.0,41215,1928.0,674800.0
931,2392,20,3,70.0,8680,1,3,3,0,4,0,12,2,2,0,2,5,7,1960,1960,3,1,5,5,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,894.0,894.0,1,4,1,4,894,0,0,894,0.0,0.0,1,0,3,1,3,5,6,0,2,5,1965.0,2,1.0,312.0,4,4,2,0,0,0,0,0,0,0,1,2007,8,4,1985,14,9800,2682.0,43400,894.0,0.0
932,2393,20,3,80.0,8800,1,3,3,0,4,0,12,2,2,0,2,7,6,1966,1966,3,1,6,10,1,202.0,3,4,1,3,3,3,1,654.0,5,0.0,520.0,1174.0,1,0,1,4,1200,0,0,1200,0.0,1.0,2,0,3,1,3,6,6,1,4,1,1966.0,1,2.0,440.0,4,4,2,0,0,0,0,0,0,0,10,2007,1,4,266,16,13762,3522.0,61600,2348.0,784800.0
933,2394,80,3,80.0,9200,1,3,3,0,4,0,12,2,2,0,7,6,5,1965,1965,1,1,6,6,1,98.0,3,4,1,3,3,1,2,494.0,5,0.0,548.0,1042.0,1,4,1,4,1042,0,0,1042,0.0,0.0,2,0,3,1,3,5,6,0,2,1,1965.0,1,2.0,440.0,4,4,2,192,0,0,0,0,0,0,5,2007,8,4,49,15,11790,3126.0,55200,2084.0,514748.0
934,2395,60,3,80.0,8800,1,3,3,0,4,0,12,2,2,0,5,6,7,1964,1997,1,1,8,8,1,306.0,3,2,1,3,3,3,0,414.0,5,0.0,431.0,845.0,1,0,1,4,845,1309,0,2154,0.0,0.0,2,1,5,1,3,8,6,1,2,1,1964.0,1,2.0,539.0,4,4,2,0,0,0,0,161,0,0,7,2007,8,4,1576,15,11784,2535.0,52800,1690.0,891756.0
935,2396,20,3,69.30579531442663,11382,1,0,3,0,4,0,12,2,2,0,2,6,5,1964,1964,1,1,13,10,1,212.0,3,4,1,3,3,3,0,54.0,4,543.0,533.0,1130.0,1,4,1,4,1374,0,0,1374,0.0,1.0,1,0,3,1,3,7,6,1,4,1,1964.0,1,1.0,286.0,4,4,2,0,28,84,0,0,0,0,8,2007,8,4,546,15,11784,3390.0,68292,1130.0,74196.0
936,2397,20,3,69.30579531442663,22002,1,3,3,0,0,0,12,2,2,0,2,6,7,1959,1991,1,1,8,8,1,136.0,3,2,1,3,3,2,0,1386.0,5,0.0,206.0,1592.0,1,2,1,4,1652,0,0,1652,1.0,0.0,1,1,3,1,2,6,6,1,2,1,1959.0,1,2.0,510.0,4,4,2,0,0,0,0,201,0,0,7,2007,8,4,1015,15,11754,4776.0,132012,3184.0,2289672.0
937,2398,45,3,85.0,12172,1,3,3,0,4,0,12,2,2,0,1,5,7,1940,1996,1,1,13,6,2,0.0,3,4,2,3,3,3,3,130.0,4,259.0,433.0,822.0,1,4,1,4,908,0,0,908,0.0,0.0,1,0,2,1,3,4,6,0,2,1,1975.0,2,2.0,512.0,4,4,2,284,24,0,0,192,0,0,10,2007,8,4,2000,14,9700,2466.0,60860,1644.0,118040.0
938,2399,20,3,50.0,5000,1,3,3,0,4,0,3,2,2,0,2,3,3,1946,1950,1,1,14,15,2,0.0,1,1,1,1,0,3,3,299.0,5,0.0,367.0,666.0,1,1,0,4,666,0,0,666,0.0,1.0,1,0,2,1,2,4,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,52,0,0,0,0,0,4,2007,8,4,1873,84,5838,666.0,15000,0.0,199134.0
939,2400,50,3,51.0,3500,1,3,3,0,4,0,3,1,2,0,0,3,5,1945,1950,1,1,8,8,2,0.0,3,4,1,3,3,3,3,144.0,5,0.0,226.0,370.0,1,4,0,0,442,228,0,670,1.0,0.0,1,0,2,1,1,4,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,21,0,0,0,0,2000,7,2007,8,4,1874,84,5835,1110.0,10500,0.0,96480.0
940,2401,20,3,50.0,5175,1,3,3,0,4,0,3,6,1,0,2,5,8,1958,2000,1,1,12,13,2,0.0,3,4,1,3,3,3,1,150.0,0,404.0,254.0,808.0,1,0,1,4,808,0,0,808,0.0,0.0,1,0,2,1,3,5,6,0,2,5,1963.0,2,1.0,308.0,4,4,0,143,0,0,0,0,0,0,7,2007,0,4,1922,86,9790,2424.0,25875,808.0,121200.0
941,2402,20,3,80.0,9600,1,3,3,0,4,0,12,2,2,0,2,5,6,1955,1955,3,1,6,6,1,176.0,3,2,1,3,3,3,1,368.0,5,0.0,710.0,1078.0,1,0,1,4,1150,0,0,1150,1.0,0.0,1,0,2,1,3,6,6,0,2,1,1955.0,0,1.0,288.0,4,4,2,0,0,0,0,175,0,0,10,2007,8,4,200,14,9775,3234.0,48000,1078.0,423200.0
942,2403,90,3,63.0,8668,1,3,3,0,0,0,12,2,2,2,2,5,5,1968,1968,1,1,8,8,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,1560.0,1560.0,1,4,1,4,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,6,0,2,5,1968.0,2,3.0,792.0,4,4,2,0,0,0,0,0,0,0,5,2007,8,4,854,14,9840,4680.0,43340,4680.0,0.0
943,2404,85,3,69.30579531442663,10050,1,0,3,0,4,0,12,2,2,0,6,5,6,1966,1966,1,1,6,6,1,87.0,3,4,1,3,3,0,2,602.0,5,0.0,191.0,793.0,1,0,1,4,1280,0,0,1280,0.0,1.0,2,0,3,1,3,6,6,1,4,2,1966.0,0,2.0,432.0,4,4,2,140,40,0,0,0,0,0,6,2007,8,4,377,14,9830,2379.0,50250,1586.0,770560.0
944,2405,80,3,100.0,9600,1,0,3,0,4,0,12,2,2,0,7,6,5,1961,1961,3,1,14,15,1,291.0,3,4,1,3,3,0,0,600.0,5,0.0,618.0,1218.0,1,4,1,4,1254,0,0,1254,1.0,0.0,1,0,3,1,3,6,6,1,2,1,1961.0,1,2.0,525.0,4,4,2,0,0,0,0,168,0,0,5,2007,8,4,347,15,11766,3654.0,57600,2436.0,752400.0
945,2406,20,3,73.0,8760,1,3,3,0,4,0,12,2,2,0,2,6,7,1957,1999,1,1,12,13,2,0.0,3,4,1,3,3,3,0,873.0,5,0.0,63.0,936.0,1,4,1,4,936,0,0,936,1.0,0.0,1,0,2,1,2,4,6,0,2,1,1957.0,1,1.0,315.0,4,4,2,0,0,0,219,0,0,0,9,2007,8,4,2028,15,11742,2808.0,52560,936.0,817128.0
946,2407,20,3,65.0,6860,1,0,3,0,4,0,12,2,2,0,2,5,6,1956,1956,1,1,13,14,0,54.0,3,4,1,3,3,3,2,908.0,5,0.0,100.0,1008.0,1,0,1,4,1008,0,0,1008,1.0,0.0,1,0,3,1,1,6,6,0,2,5,1964.0,2,1.0,308.0,4,4,2,0,0,0,0,0,0,0,12,2007,8,4,9,14,9780,3024.0,34300,1008.0,915264.0
947,2408,20,3,60.0,8250,1,3,3,0,0,0,12,2,2,0,2,5,7,1963,1963,1,1,8,8,2,0.0,3,4,1,3,3,3,0,288.0,5,0.0,765.0,1053.0,1,2,1,4,1053,0,0,1053,1.0,0.0,1,0,3,1,2,6,6,0,2,0,1994.0,1,2.0,692.0,4,4,2,240,0,0,0,109,0,0,7,2007,8,4,64,14,9815,3159.0,41250,2106.0,303264.0
948,2409,20,3,70.0,9100,1,3,3,0,4,0,12,2,2,0,2,5,5,1960,1960,3,1,6,6,0,69.0,3,4,1,3,3,3,5,0.0,5,0.0,1144.0,1144.0,1,4,1,4,1144,0,0,1144,0.0,0.0,1,0,3,1,3,6,6,1,2,1,1960.0,1,1.0,336.0,4,4,2,0,0,0,0,0,0,0,6,2007,8,4,193,14,9800,3432.0,45500,1144.0,0.0
949,2410,20,3,80.0,9736,1,3,3,0,4,0,12,1,2,0,2,6,6,1957,1969,1,1,13,14,1,289.0,3,4,1,3,3,3,1,668.0,4,138.0,525.0,1331.0,1,2,1,4,1721,0,0,1721,0.0,0.0,1,0,4,1,3,8,6,3,4,1,1957.0,2,2.0,464.0,4,4,2,0,0,0,0,0,0,0,4,2007,8,4,1146,15,11742,3993.0,58416,2662.0,1149628.0
950,2411,20,3,72.0,9770,1,3,3,0,4,0,12,2,2,0,2,5,5,1957,1957,1,1,13,14,2,0.0,3,4,1,3,3,3,4,512.0,5,0.0,410.0,922.0,1,4,1,0,922,0,0,922,1.0,0.0,1,0,2,1,3,5,6,0,2,1,1957.0,2,1.0,308.0,4,4,2,0,34,0,0,0,0,0,4,2007,8,4,2013,14,9785,2766.0,48850,922.0,472064.0
951,2412,20,3,70.0,12198,1,0,3,0,4,0,12,2,2,0,2,5,6,1955,1975,1,1,12,13,2,0.0,3,4,1,3,3,0,4,780.0,5,0.0,424.0,1204.0,1,4,1,4,1411,0,0,1411,0.0,0.0,1,0,3,1,3,7,6,1,4,1,1955.0,1,1.0,310.0,4,4,2,278,82,0,0,0,0,0,6,2007,0,4,599,14,9775,3612.0,60990,1204.0,1100580.0
952,2413,20,3,75.0,10050,1,3,3,0,4,0,12,2,2,0,2,5,5,1955,1955,3,1,8,8,2,0.0,3,4,1,3,3,3,4,288.0,5,0.0,928.0,1216.0,1,4,1,4,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,6,0,2,1,1955.0,1,1.0,336.0,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,288,14,9775,3648.0,50250,1216.0,350208.0
953,2414,20,3,60.0,11556,1,3,3,0,4,0,12,2,2,0,2,5,9,1953,2006,1,1,12,8,2,0.0,3,0,1,3,3,3,1,408.0,5,0.0,456.0,864.0,1,2,1,4,1154,0,0,1154,0.0,0.0,1,1,3,1,0,6,6,0,2,5,1962.0,2,1.0,336.0,4,4,2,63,0,0,0,0,0,0,7,2007,8,4,206,14,9765,2592.0,57780,864.0,470832.0
954,2415,90,3,70.0,8078,1,3,3,0,4,0,12,2,2,2,2,5,5,1958,1958,3,1,13,14,3,260.0,3,4,1,3,3,3,5,0.0,5,0.0,1560.0,1560.0,1,4,1,4,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,6,0,2,5,1958.0,2,2.0,484.0,4,4,2,0,0,0,0,0,0,0,12,2007,8,4,854,14,9790,4680.0,40390,3120.0,0.0
